index,u,v
536,0.455266,0.349184
537,0.455069,0.356819
538,0.455731,0.364622
540,0.528640,0.466083
541,0.530064,0.468044
542,0.529276,0.464680
543,0.529687,0.464062
544,0.528923,0.464062
545,0.529677,0.459478
546,0.542188,0.513297
547,0.542492,0.505314
548,0.541265,0.497280
549,0.528125,0.450000
550,0.525802,0.450000
551,0.525796,0.450000
562,0.535937,0.381250
563,0.536223,0.376598
564,0.535937,0.374188
587,0.527497,0.196371
588,0.527649,0.193190
589,0.528195,0.189378
590,0.528125,0.189062
596,0.578859,0.189843
597,0.578541,0.191810
598,0.578907,0.193100
641,0.544543,0.460144
642,0.542638,0.466180
643,0.542081,0.467240
644,0.539162,0.469049
645,0.541617,0.470310
646,0.545431,0.470754
647,0.561876,0.478420
648,0.568027,0.493826
649,0.568654,0.485091
650,0.566709,0.476901
652,0.573438,0.471875
672,0.646102,0.380485
673,0.645532,0.379721
674,0.645395,0.376072
675,0.646292,0.370687
676,0.646770,0.363847
677,0.647140,0.357020
678,0.647626,0.350139
679,0.647748,0.343375
680,0.647741,0.336810
681,0.647702,0.329832
682,0.647615,0.323135
683,0.648142,0.315614
684,0.646951,0.309498
685,0.645688,0.303554
686,0.645464,0.296248
687,0.646167,0.288266
688,0.643235,0.279518
689,0.642975,0.273664
690,0.641793,0.267155
691,0.640146,0.260682
692,0.636923,0.253911
693,0.636503,0.245734
694,0.635598,0.237079
695,0.634420,0.230143
696,0.633061,0.221487
697,0.631039,0.214567
698,0.629264,0.206686
699,0.628514,0.195493
700,0.626561,0.188337
701,0.625008,0.180569
702,0.624114,0.172618
703,0.624070,0.164392
704,0.625043,0.155648
705,0.626945,0.146967
706,0.629570,0.138338
707,0.631840,0.130448
708,0.633310,0.125823
709,0.617054,0.140496
710,0.615069,0.133619
711,0.614831,0.129664
712,0.614062,0.126578
792,0.847692,0.128864
793,0.847740,0.137135
796,0.842050,0.168803
797,0.840201,0.177117
798,0.838652,0.188337
799,0.836733,0.200012
801,0.822516,0.224125
802,0.820267,0.232565
803,0.817840,0.242150
804,0.814808,0.252887
805,0.813095,0.257643
806,0.809369,0.270335
807,0.805194,0.282828
808,0.803125,0.297646
821,0.649202,0.377361
822,0.649084,0.377781
823,0.647973,0.374412
824,0.648064,0.374985
825,0.651563,0.382812
826,0.650839,0.382812
841,0.546413,0.450513
842,0.546875,0.450000
843,0.545263,0.459742
844,0.543590,0.461383
845,0.542768,0.465213
846,0.543264,0.468574
847,0.547741,0.478960
848,0.569022,0.488456
849,0.562151,0.480357
850,0.561870,0.476304
851,0.553125,0.468750
852,0.553165,0.469516
853,0.553938,0.470290
854,0.573018,0.472746
855,0.575731,0.471945
856,0.578995,0.471631
957,0.565625,0.478125
958,0.561420,0.480230
959,0.552233,0.469233
960,0.540097,0.467367
961,0.553934,0.469565
962,0.563198,0.475780
963,0.565995,0.481009
964,0.587549,0.500089
965,0.585899,0.492629
966,0.583759,0.484221
967,0.578317,0.472113
968,0.578904,0.471875
974,0.473995,0.467134
975,0.471315,0.467251
976,0.470338,0.465867
990,0.761674,0.379316
991,0.764838,0.374052
992,0.768091,0.369741
993,0.772817,0.363186
994,0.776657,0.357707
995,0.780321,0.351243
1109,0.853091,0.125367
1110,0.850054,0.132262
1111,0.835472,0.140970
1112,0.835121,0.150096
1113,0.834849,0.158693
1114,0.837080,0.171456
1115,0.836104,0.180330
1116,0.835384,0.189989
1117,0.834137,0.199302
1118,0.832666,0.207808
1119,0.830988,0.217164
1120,0.829645,0.226208
1121,0.827954,0.234858
1122,0.825492,0.244832
1123,0.823512,0.253487
1124,0.820172,0.262779
1125,0.816486,0.272619
1126,0.813219,0.282835
1127,0.809185,0.291736
1128,0.806965,0.299804
1129,0.802737,0.309243
1130,0.798121,0.318802
1131,0.793015,0.327887
1132,0.787495,0.337084
1133,0.781271,0.346141
1134,0.775745,0.354021
1135,0.770084,0.362469
1136,0.765658,0.369716
1137,0.757538,0.386355
1153,0.654687,0.468750
1156,0.578880,0.470313
1158,0.559670,0.467452
1159,0.556953,0.467506
1160,0.559191,0.465443
1161,0.567331,0.474377
1162,0.568689,0.479825
1163,0.567354,0.490932
1164,0.566878,0.501090
1165,0.569871,0.462464
1166,0.578314,0.506652
1167,0.573892,0.497170
1168,0.572872,0.488036
1169,0.569023,0.481574
1170,0.563950,0.476561
1171,0.554501,0.469742
1172,0.550203,0.465609
1173,0.554222,0.466362
1174,0.556535,0.466350
1175,0.558861,0.466652
1176,0.577392,0.470313
1177,0.578822,0.469717
1178,0.571875,0.468750
1185,0.699984,0.442214
1186,0.699815,0.442200
1187,0.704228,0.438889
1188,0.713005,0.432408
1189,0.719064,0.427512
1190,0.724376,0.423024
1191,0.728543,0.420049
1192,0.730588,0.417992
1193,0.735938,0.414062
1196,0.695312,0.371875
1199,0.708212,0.332903
1200,0.712155,0.322623
1201,0.716702,0.311086
1202,0.720698,0.300350
1203,0.726629,0.284992
1204,0.729333,0.277357
1205,0.733364,0.266469
1206,0.739062,0.255433
1307,0.315243,0.230479
1308,0.322659,0.238284
1309,0.327324,0.243742
1312,0.332813,0.277288
1313,0.334375,0.287500
1315,0.346225,0.314870
1316,0.351593,0.323468
1319,0.366438,0.363313
1320,0.368750,0.364822
1325,0.355478,0.405478
1326,0.356773,0.407289
1327,0.358327,0.408853
1329,0.381250,0.426563
1330,0.381250,0.426563
1336,0.480404,0.465701
1337,0.481395,0.466364
1338,0.486253,0.468200
1339,0.492482,0.470308
1340,0.498703,0.471969
1341,0.504486,0.473320
1342,0.511279,0.474480
1343,0.507091,0.475293
1344,0.501895,0.474065
1345,0.499660,0.472255
1346,0.501083,0.472576
1347,0.513547,0.470660
1348,0.517461,0.474645
1349,0.526298,0.480034
1350,0.534240,0.481418
1351,0.543047,0.477847
1352,0.550019,0.465603
1353,0.550169,0.464672
1354,0.545457,0.469066
1355,0.537345,0.474463
1356,0.536088,0.476412
1357,0.540827,0.480638
1358,0.546710,0.479491
1359,0.470944,0.476486
1360,0.560608,0.472604
1361,0.565784,0.470732
1362,0.569714,0.469049
1363,0.575150,0.466665
1364,0.581619,0.464692
1365,0.585369,0.462688
1366,0.585888,0.449025
1367,0.586927,0.447635
1368,0.598273,0.444014
1369,0.591210,0.436793
1370,0.605304,0.429637
1371,0.607651,0.422253
1372,0.597031,0.409130
1373,0.614163,0.458599
1374,0.618679,0.474179
1375,0.624674,0.474988
1376,0.629571,0.484431
1377,0.633881,0.494534
1378,0.637746,0.506031
1379,0.641451,0.519277
1380,0.644130,0.529642
1381,0.646083,0.541648
1382,0.647834,0.553399
1383,0.650115,0.564859
1384,0.651921,0.574676
1385,0.655988,0.591615
1386,0.657190,0.596969
1387,0.658735,0.601939
1388,0.661780,0.617122
1389,0.661581,0.623276
1390,0.655281,0.632988
1391,0.652486,0.643375
1392,0.647812,0.649297
1393,0.627364,0.640302
1394,0.617924,0.642423
1395,0.612754,0.642762
1396,0.636719,0.703125
1397,0.581271,0.656250
1399,0.552353,0.625000
1400,0.540610,0.625000
1401,0.596856,0.712500
1402,0.595356,0.712500
1403,0.502854,0.643388
1404,0.464062,0.689063
1406,0.468765,0.620313
1407,0.456250,0.618750
1408,0.446875,0.617188
1410,0.404990,0.628025
1411,0.400354,0.627270
1412,0.393881,0.625326
1413,0.384736,0.621398
1414,0.370871,0.626690
1415,0.369698,0.619081
1416,0.366456,0.608197
1417,0.363707,0.601061
1418,0.369879,0.586823
1419,0.372130,0.582238
1420,0.376081,0.571886
1421,0.382074,0.557933
1422,0.385103,0.550672
1423,0.389207,0.541128
1424,0.393664,0.530051
1425,0.397756,0.518602
1426,0.400573,0.507930
1427,0.404182,0.494520
1428,0.408699,0.484739
1429,0.413930,0.475349
1430,0.419069,0.467488
1431,0.423602,0.457065
1432,0.411644,0.437168
1433,0.449938,0.406067
1434,0.453067,0.413084
1435,0.449160,0.427453
1436,0.459970,0.429521
1437,0.460144,0.438331
1438,0.467018,0.441418
1439,0.466745,0.458428
1440,0.472473,0.459566
1441,0.477375,0.461928
1442,0.485015,0.462362
1443,0.490516,0.464374
1444,0.495451,0.466284
1445,0.493331,0.468812
1446,0.498614,0.470598
1447,0.586165,0.476550
1448,0.501275,0.468845
