index,u,v
1380,0.759033,0.520807
1381,0.763947,0.529291
1382,0.769258,0.537615
1383,0.775379,0.547400
1384,0.782356,0.556464
1385,0.787063,0.566466
1386,0.792836,0.586740
1387,0.798010,0.585694
1388,0.799051,0.587073
1389,0.807957,0.610327
1390,0.804034,0.617257
1391,0.803035,0.620664
1392,0.801098,0.620766
1393,0.797851,0.624867
1394,0.794989,0.626883
1399,0.698505,0.680952
1400,0.739062,0.681250
1401,0.740625,0.682813
1403,0.713874,0.644192
1405,0.687493,0.625000
1409,0.629514,0.641336
1410,0.625176,0.641707
1411,0.616067,0.641454
1412,0.605179,0.639962
1413,0.591274,0.636503
1414,0.580154,0.632636
1415,0.566345,0.628526
1416,0.559342,0.621139
1417,0.557358,0.617746
1418,0.553659,0.602906
1419,0.553125,0.594602
1420,0.553125,0.588186
1421,0.551562,0.572653
1422,0.551179,0.561157
1423,0.550900,0.551305
1424,0.550720,0.540952
1425,0.543051,0.518155
1426,0.543703,0.514559
1427,0.545277,0.505525
1428,0.546114,0.493845
1429,0.547736,0.483658
1430,0.549420,0.474044
1431,0.542050,0.459738
1432,0.549093,0.456909
1433,0.557265,0.409796
1434,0.556670,0.417783
1435,0.558069,0.426592
1436,0.552148,0.436473
1437,0.557680,0.440951
1438,0.552280,0.445865
1439,0.674480,0.477080
1440,0.663320,0.480847
1441,0.649865,0.473530
