index,u,v
594,0.225114,0.493442
595,0.224500,0.496640
596,0.224615,0.500890
597,0.225000,0.503906
620,0.289551,0.706074
621,0.292240,0.708712
664,0.375732,0.733064
665,0.372778,0.730194
666,0.365851,0.728412
667,0.356579,0.724648
668,0.353131,0.719205
669,0.348041,0.715670
670,0.345374,0.713315
733,0.500773,0.315615
734,0.500000,0.306250
747,0.492802,0.209200
748,0.492188,0.206250
749,0.457746,0.194728
750,0.458348,0.197582
751,0.457790,0.202334
752,0.457317,0.208519
753,0.454679,0.214603
754,0.451753,0.221255
755,0.448298,0.229562
756,0.445337,0.235901
757,0.442085,0.242424
758,0.437994,0.249764
759,0.433883,0.256361
760,0.429297,0.262979
761,0.424592,0.267668
762,0.417657,0.273462
763,0.411879,0.278537
764,0.406195,0.283326
765,0.401881,0.288006
766,0.400066,0.290532
767,0.387112,0.301049
768,0.384017,0.305253
769,0.379335,0.310660
770,0.373135,0.318157
771,0.369142,0.323186
772,0.364269,0.329179
773,0.359318,0.335530
774,0.354948,0.341769
775,0.350458,0.348416
776,0.346357,0.354795
777,0.342558,0.361487
778,0.339401,0.366895
779,0.335556,0.374681
780,0.332812,0.381318
781,0.330283,0.387636
782,0.327560,0.394883
783,0.325006,0.402060
784,0.323437,0.407937
785,0.321741,0.414505
786,0.319825,0.421788
787,0.318572,0.427760
788,0.317353,0.432685
790,0.314593,0.450266
791,0.314063,0.454688
792,0.313312,0.462626
793,0.311375,0.469409
794,0.309915,0.476257
795,0.308322,0.483353
796,0.307031,0.490460
797,0.305706,0.497125
798,0.303891,0.504028
799,0.302332,0.511114
800,0.301345,0.517091
801,0.299411,0.526436
802,0.298837,0.532585
803,0.298813,0.539081
804,0.297073,0.545937
805,0.295808,0.553271
806,0.294242,0.562413
807,0.294228,0.567869
808,0.293946,0.573121
809,0.295312,0.581250
810,0.293086,0.592727
811,0.294213,0.596802
812,0.296064,0.601635
829,0.348383,0.716409
830,0.349988,0.717960
833,0.361666,0.738229
834,0.366460,0.744517
835,0.369630,0.748004
836,0.373953,0.752913
837,0.377144,0.756813
848,0.440809,0.795806
899,0.374293,0.510938
900,0.374197,0.509409
907,0.338688,0.485209
908,0.337366,0.487326
909,0.335945,0.491100
910,0.331512,0.494459
911,0.336659,0.502923
912,0.332813,0.510148
915,0.332813,0.532008
924,0.346875,0.592988
925,0.346875,0.593750
936,0.368750,0.673438
1006,0.509029,0.563442
1007,0.510419,0.561473
1008,0.511579,0.554280
1009,0.513174,0.548661
1010,0.511469,0.540214
1012,0.520152,0.538199
1013,0.524314,0.524064
1014,0.527882,0.519019
1015,0.530934,0.518596
1021,0.543750,0.459375
1022,0.542815,0.456670
1023,0.542871,0.452862
1024,0.542765,0.451523
1030,0.492188,0.410153
1031,0.492535,0.405703
1032,0.492202,0.400032
1033,0.491621,0.395353
1034,0.490600,0.386707
1035,0.489658,0.380976
1036,0.488224,0.374107
1037,0.487996,0.367927
1038,0.488226,0.361783
1039,0.489094,0.355159
1040,0.489873,0.348434
1041,0.491091,0.342144
1042,0.492589,0.336328
1043,0.494417,0.329103
1044,0.494976,0.324083
1049,0.507046,0.289062
1050,0.507804,0.286727
1051,0.512478,0.277262
1052,0.513235,0.272730
1053,0.514062,0.266237
1054,0.514548,0.259193
1055,0.514331,0.252402
1056,0.513494,0.245311
1057,0.512176,0.238305
1058,0.509658,0.227814
1059,0.506852,0.221849
1060,0.504800,0.216622
1061,0.504687,0.214880
1062,0.490167,0.207585
1063,0.482805,0.207013
1064,0.475373,0.207819
1065,0.470013,0.211806
1066,0.464678,0.217876
1067,0.462432,0.221482
1068,0.457741,0.232089
1069,0.454681,0.239886
1070,0.452372,0.246809
1071,0.451046,0.252153
1072,0.450523,0.255238
1073,0.451097,0.268433
1074,0.451580,0.273338
1075,0.453383,0.280568
1076,0.454059,0.287321
1077,0.454827,0.294038
1078,0.456341,0.300034
1079,0.457699,0.305805
1080,0.458575,0.312082
1081,0.460236,0.318539
1082,0.461738,0.325000
1083,0.462547,0.330837
1084,0.463073,0.338619
1085,0.462981,0.344014
1086,0.462660,0.350561
1087,0.461900,0.357253
1090,0.460694,0.363273
1111,0.456034,0.382170
1112,0.454062,0.388013
1113,0.400596,0.517953
1114,0.404730,0.525485
1115,0.405228,0.531168
1116,0.407654,0.537379
1117,0.409727,0.543557
1118,0.411607,0.548659
1164,0.507812,0.796875
1165,0.522605,0.794537
1166,0.515367,0.795495
1230,0.583247,0.458776
1231,0.582402,0.455797
1232,0.580501,0.451414
1233,0.578875,0.446834
1234,0.576721,0.441498
1235,0.574959,0.436231
1236,0.572955,0.430436
1237,0.571085,0.424405
1238,0.569061,0.417944
1239,0.567188,0.411809
1240,0.565482,0.405143
1241,0.563761,0.398558
1242,0.561876,0.391804
1243,0.560173,0.385896
1244,0.558735,0.377966
1245,0.557357,0.371748
1246,0.554657,0.365180
1247,0.554389,0.358874
1248,0.556419,0.353464
1249,0.557108,0.347439
1250,0.557979,0.342284
1251,0.559339,0.337275
1252,0.561335,0.332567
1253,0.563700,0.328084
1254,0.565272,0.324041
1255,0.568028,0.319528
1256,0.571471,0.316981
1257,0.575251,0.315037
1258,0.578751,0.314081
1259,0.580897,0.313536
1260,0.589269,0.313376
1261,0.594594,0.314868
1262,0.599484,0.317016
1263,0.604773,0.319962
1264,0.610127,0.323631
1265,0.615522,0.327545
1266,0.619259,0.332763
1267,0.626563,0.339062
1288,0.731474,0.474747
1289,0.734462,0.479275
1290,0.736889,0.484628
1291,0.737711,0.490833
1292,0.736745,0.497355
1293,0.735392,0.504035
1294,0.730251,0.511448
1295,0.727706,0.518600
1296,0.725091,0.525898
1297,0.722678,0.533594
1298,0.720595,0.543463
1299,0.719873,0.550262
1300,0.717055,0.559585
1301,0.714320,0.567005
1302,0.711421,0.575702
1303,0.708852,0.583871
1304,0.706743,0.591772
1305,0.704546,0.599413
1306,0.701727,0.607187
1307,0.699150,0.615364
1308,0.696517,0.623219
1309,0.693650,0.631122
1310,0.690465,0.638363
1311,0.687450,0.645661
1312,0.682093,0.653176
1313,0.679911,0.659577
1314,0.674631,0.668507
1315,0.671340,0.675941
1316,0.667406,0.683705
1317,0.663159,0.690472
1318,0.658664,0.696758
1319,0.653776,0.703707
1320,0.649403,0.710863
1321,0.644700,0.717053
1322,0.639367,0.723554
1323,0.633531,0.729942
1324,0.626528,0.734929
1325,0.620373,0.741442
1326,0.617107,0.748231
1327,0.611988,0.755016
1328,0.605255,0.762440
1329,0.600301,0.765674
1330,0.594411,0.770373
1331,0.585938,0.775000
1333,0.573438,0.781250
1334,0.564366,0.783826
1345,0.508142,0.795587
