index,u,v
177,0.442161,0.199812
178,0.447096,0.194258
179,0.452328,0.188937
180,0.457752,0.185449
181,0.466425,0.181540
182,0.474723,0.179724
183,0.483017,0.179697
184,0.491208,0.181259
185,0.499344,0.184645
186,0.504568,0.187577
187,0.509816,0.194284
188,0.513702,0.200012
189,0.516190,0.206559
190,0.520390,0.214048
191,0.525077,0.223068
192,0.528749,0.231125
193,0.511242,0.226706
194,0.509368,0.230670
195,0.506894,0.237201
196,0.544371,0.263831
197,0.546979,0.271568
198,0.501259,0.250791
199,0.499525,0.255876
200,0.498004,0.261304
201,0.496831,0.266865
202,0.496021,0.271642
203,0.495837,0.281766
204,0.495476,0.285028
205,0.495626,0.291611
206,0.495872,0.298159
207,0.496719,0.305443
208,0.497259,0.312717
209,0.498423,0.320492
210,0.499492,0.328341
211,0.501048,0.336321
212,0.502812,0.343639
213,0.503796,0.347977
214,0.507884,0.361858
215,0.510264,0.369558
216,0.513313,0.378518
217,0.516683,0.387325
218,0.520322,0.395798
219,0.524409,0.405453
220,0.528169,0.413837
221,0.532445,0.422910
222,0.536668,0.431654
223,0.540786,0.440716
224,0.543722,0.447462
225,0.549566,0.461508
226,0.552005,0.469384
227,0.554409,0.479360
228,0.556102,0.489505
229,0.556945,0.499649
230,0.557611,0.510163
231,0.557021,0.520778
232,0.556207,0.530495
233,0.554366,0.540401
234,0.552935,0.547039
235,0.548028,0.562165
236,0.545501,0.570402
237,0.543686,0.580743
238,0.540368,0.590806
239,0.536897,0.599913
240,0.533347,0.609230
241,0.529858,0.620175
242,0.526197,0.629347
243,0.521344,0.638369
244,0.517987,0.647854
245,0.513896,0.656756
246,0.510297,0.665353
247,0.505802,0.673726
248,0.501636,0.682366
249,0.497679,0.690839
250,0.493569,0.699088
251,0.489630,0.706708
252,0.485530,0.714529
253,0.482067,0.721335
254,0.478153,0.728821
255,0.474782,0.735899
256,0.471360,0.742921
257,0.468601,0.749488
258,0.466144,0.752438
259,0.463954,0.755455
260,0.463773,0.761909
261,0.464062,0.765610
272,0.492192,0.427346
273,0.446875,0.796875
275,0.446875,0.796875
278,0.446875,0.796875
281,0.446875,0.795312
282,0.446875,0.796875
283,0.490625,0.431250
284,0.487500,0.431250
287,0.481272,0.429688
289,0.430498,0.798438
290,0.422393,0.796797
291,0.418057,0.795855
292,0.413433,0.794550
293,0.410137,0.797651
294,0.403810,0.791127
295,0.398224,0.788829
296,0.393688,0.786198
297,0.388831,0.783103
298,0.384826,0.779329
299,0.380072,0.775768
300,0.378262,0.777093
301,0.371715,0.768216
302,0.365937,0.762060
303,0.360916,0.756597
304,0.357899,0.750304
305,0.354673,0.743057
306,0.351148,0.735831
307,0.347833,0.728995
308,0.348384,0.723762
309,0.342237,0.713995
310,0.339604,0.706700
311,0.337940,0.699450
312,0.334362,0.690814
313,0.332325,0.682589
314,0.330003,0.675272
315,0.328144,0.664960
316,0.326427,0.656646
317,0.324217,0.647924
318,0.322384,0.639599
319,0.321083,0.630583
320,0.319260,0.621762
321,0.316456,0.613366
322,0.314928,0.604282
323,0.314164,0.595292
324,0.312893,0.585657
325,0.311184,0.576446
326,0.309746,0.567184
327,0.307903,0.557943
328,0.307020,0.550022
329,0.304931,0.541592
330,0.302539,0.527101
331,0.299916,0.520400
332,0.297982,0.511421
333,0.291700,0.503727
334,0.287017,0.495642
335,0.281587,0.489548
336,0.275048,0.486427
337,0.269352,0.486879
338,0.265137,0.490072
339,0.262173,0.495534
340,0.260606,0.500439
341,0.259902,0.503117
363,0.311189,0.730126
364,0.314446,0.731997
365,0.318428,0.734613
366,0.322445,0.737000
368,0.288659,0.740573
369,0.289361,0.741236
370,0.293750,0.740625
371,0.299230,0.747667
372,0.302073,0.750397
373,0.306411,0.755962
374,0.310675,0.759628
375,0.314862,0.762500
376,0.316433,0.763308
383,0.417187,0.795312
385,0.427649,0.801696
386,0.428245,0.801359
389,0.434431,0.800097
390,0.431616,0.807590
391,0.276068,0.719683
392,0.272669,0.715582
393,0.269268,0.710922
421,0.271875,0.473438
422,0.277609,0.468765
427,0.272729,0.418864
428,0.274532,0.412959
429,0.276905,0.405690
430,0.279694,0.397925
431,0.282403,0.390413
432,0.285382,0.382416
433,0.288612,0.374811
434,0.291918,0.367335
435,0.295422,0.360214
436,0.299439,0.352607
437,0.304373,0.343917
438,0.308051,0.337805
439,0.312569,0.330915
440,0.317370,0.323975
441,0.322758,0.316897
442,0.328115,0.310262
443,0.333514,0.303796
444,0.338578,0.297885
445,0.345045,0.290759
446,0.351865,0.283508
447,0.357307,0.277957
448,0.363366,0.271988
449,0.369941,0.265987
450,0.376424,0.259999
451,0.383178,0.254116
452,0.389388,0.248744
453,0.393675,0.245177
454,0.403159,0.236492
455,0.407609,0.231558
456,0.411727,0.226525
466,0.436709,0.190670
467,0.433287,0.194506
468,0.428308,0.200621
469,0.424725,0.205286
470,0.417566,0.214497
471,0.413439,0.219709
472,0.408273,0.225964
473,0.403486,0.231802
474,0.398532,0.237266
475,0.393092,0.242801
476,0.388336,0.252040
477,0.380660,0.258860
478,0.376746,0.262178
479,0.371689,0.266828
480,0.366388,0.271870
481,0.360944,0.276970
482,0.355966,0.282112
483,0.350757,0.287479
484,0.343700,0.295241
485,0.337422,0.301923
486,0.334828,0.305503
487,0.329020,0.312034
488,0.324055,0.318492
489,0.319254,0.325102
490,0.314269,0.331886
491,0.309751,0.338896
492,0.305811,0.344895
493,0.296379,0.354133
494,0.291457,0.362725
495,0.288924,0.367359
496,0.285286,0.374798
497,0.281605,0.382321
498,0.277755,0.390199
499,0.274143,0.397520
500,0.270693,0.405221
501,0.267373,0.412480
502,0.264489,0.419140
503,0.261149,0.425088
504,0.257554,0.431529
508,0.223003,0.472005
509,0.222605,0.476717
510,0.221964,0.483755
511,0.221906,0.491098
512,0.221978,0.497731
513,0.222275,0.505842
514,0.223348,0.514501
515,0.224174,0.522186
516,0.225109,0.533293
517,0.225706,0.537741
518,0.226156,0.544799
519,0.227045,0.553642
520,0.227864,0.561299
521,0.228418,0.568810
522,0.229424,0.576675
523,0.230072,0.585370
524,0.231451,0.593642
525,0.232727,0.601995
526,0.233899,0.609980
527,0.235554,0.619058
528,0.237130,0.627489
529,0.238395,0.634262
530,0.240625,0.643773
536,0.261993,0.693769
540,0.453954,0.814063
647,0.459143,0.791536
653,0.463296,0.770312
658,0.458555,0.748444
659,0.456968,0.745296
900,0.508129,0.512607
901,0.507777,0.506133
902,0.506542,0.501932
903,0.504840,0.498236
910,0.463950,0.501292
911,0.462809,0.504071
912,0.463130,0.505952
915,0.460938,0.533501
951,0.460157,0.749282
957,0.465625,0.818750
989,0.602926,0.737046
990,0.608900,0.733159
991,0.615256,0.728319
992,0.621907,0.722637
1011,0.648438,0.545312
1013,0.650751,0.533283
1014,0.650681,0.529118
1033,0.584296,0.393815
1034,0.581961,0.386247
1035,0.579513,0.379611
1036,0.577059,0.373051
1037,0.574732,0.366023
1038,0.572766,0.359209
1039,0.570847,0.352429
1040,0.568897,0.345663
1041,0.567123,0.339099
1042,0.564989,0.332558
1043,0.563054,0.325511
1044,0.561267,0.320236
1061,0.509680,0.204537
1062,0.506423,0.203829
1063,0.500004,0.204455
1064,0.493922,0.207755
1065,0.489513,0.212928
1066,0.487748,0.218617
1067,0.487039,0.222742
1068,0.487062,0.234469
1069,0.487760,0.241457
1070,0.489112,0.248787
1071,0.490792,0.255527
1072,0.492820,0.262959
1073,0.496720,0.270373
1074,0.500509,0.275904
1075,0.505599,0.282729
1076,0.509737,0.288286
1077,0.514360,0.294265
1078,0.518860,0.300484
1079,0.522881,0.306193
1080,0.527024,0.312374
1081,0.530679,0.318610
1082,0.534189,0.324820
1083,0.537586,0.331372
1084,0.540862,0.338811
1085,0.543331,0.344700
1086,0.545477,0.350967
1087,0.547551,0.357250
1088,0.549075,0.363739
1089,0.550637,0.370647
1090,0.551705,0.377151
1091,0.552656,0.383462
1092,0.553313,0.389812
1093,0.553620,0.397223
1094,0.553594,0.402848
1095,0.553775,0.409383
1096,0.553370,0.415519
1097,0.552892,0.421985
1098,0.552534,0.428225
1099,0.551562,0.435138
1100,0.550827,0.440552
1101,0.549493,0.446864
1102,0.549347,0.449738
1103,0.546033,0.460101
1104,0.544804,0.464166
1105,0.542874,0.470968
1106,0.539510,0.476337
1107,0.538102,0.481379
1108,0.537152,0.488179
1109,0.536173,0.495250
1110,0.536659,0.501951
1111,0.537210,0.508270
1112,0.537538,0.514506
1113,0.538196,0.520727
1114,0.539353,0.528805
1115,0.539277,0.535154
1116,0.540411,0.541773
1117,0.542875,0.547679
1118,0.545250,0.554107
1119,0.546151,0.559859
1120,0.545516,0.563909
1121,0.550094,0.571854
1133,0.621082,0.721105
1134,0.615316,0.726256
1137,0.604442,0.736250
1163,0.486749,0.800817
1164,0.491767,0.804767
1165,0.498181,0.807754
1166,0.492998,0.806843
1167,0.489960,0.803150
1168,0.487500,0.801562
1226,0.687283,0.476840
1227,0.685819,0.473695
1228,0.682987,0.469565
1229,0.680469,0.465625
1230,0.673621,0.460733
1231,0.668144,0.456616
1232,0.664045,0.451699
1233,0.659692,0.446247
1234,0.655419,0.440302
1235,0.651501,0.434099
1236,0.647838,0.427535
1237,0.643872,0.420518
1238,0.639952,0.413450
1239,0.636467,0.406546
1240,0.633202,0.399545
1241,0.630143,0.392249
1242,0.626421,0.384990
1243,0.623350,0.378529
1244,0.619427,0.370279
1245,0.615419,0.363271
1246,0.612252,0.357056
1247,0.609008,0.349896
1248,0.605696,0.343623
1249,0.602492,0.337274
1250,0.599378,0.331540
1251,0.596134,0.325799
1252,0.593297,0.320435
1253,0.590688,0.315892
1254,0.588093,0.311688
1255,0.585159,0.306934
1256,0.583619,0.304423
1257,0.581824,0.301646
1258,0.580587,0.299567
1259,0.579199,0.297424
1285,0.651112,0.453897
1286,0.653220,0.457383
1287,0.655600,0.462665
1288,0.656370,0.468249
1289,0.655991,0.474499
1290,0.653673,0.481600
1291,0.649815,0.488324
1292,0.644617,0.496505
1293,0.638871,0.504949
1294,0.633916,0.512844
1295,0.623416,0.520433
1296,0.619170,0.528653
1297,0.617255,0.538124
1298,0.618460,0.550190
1299,0.619032,0.557913
1300,0.617418,0.567986
1301,0.615724,0.577860
1302,0.614636,0.587548
1303,0.614062,0.596652
1304,0.612690,0.606003
1305,0.611437,0.615255
1306,0.611247,0.624183
1307,0.607777,0.634021
1308,0.607780,0.641537
1309,0.611443,0.647806
1310,0.533599,0.621868
1311,0.531409,0.628372
1312,0.602752,0.677728
1313,0.598556,0.685234
1314,0.594087,0.694712
1315,0.592192,0.701089
1316,0.589730,0.708273
1317,0.588380,0.713742
1318,0.511460,0.671886
1319,0.507761,0.679176
1320,0.584046,0.736583
1321,0.502296,0.690667
1322,0.499179,0.696684
1323,0.496853,0.701585
1324,0.564562,0.762401
1325,0.557717,0.767941
1326,0.554002,0.771926
1327,0.548836,0.776566
1328,0.543526,0.781560
1329,0.541659,0.783869
1330,0.516144,0.771879
1331,0.513291,0.777336
1332,0.509849,0.782191
1333,0.507556,0.788493
1334,0.503225,0.792273
1335,0.501452,0.794457
1336,0.497686,0.797415
1337,0.493021,0.798120
1338,0.487565,0.798221
1339,0.483238,0.798756
1340,0.478608,0.799320
1341,0.472598,0.795513
1342,0.467254,0.795737
1343,0.462122,0.801750
1344,0.461735,0.806138
1345,0.470863,0.803540
1346,0.479161,0.798528
