index,x,y,z,xn,yn,zn,error
1013,24.882989,4.706426,12.308302,-0.956794,-0.025072,-0.289684,58.528561
1014,25.783745,5.656488,12.617351,0.971648,0.057970,0.229214,62.764409
1015,25.114783,6.726937,12.059885,0.975601,0.094681,0.198086,12.548100
1016,24.939408,7.677366,11.999386,0.977603,0.114133,0.176823,9.128976
1017,24.785160,8.684140,11.746260,0.980266,0.151612,0.126858,8.791287
1018,25.094669,9.656666,11.335990,0.979859,0.164087,0.113809,7.965071
1019,24.502721,10.604396,11.182040,0.973819,0.197547,0.112482,8.292264
1020,24.622136,11.505781,11.449394,0.963946,0.234539,0.125699,78.237104
1021,23.510361,12.592722,12.301285,-0.926847,-0.314913,-0.204412,81.290437
1022,24.669924,13.459108,12.128615,0.918135,0.335687,0.210576,35.765519
1023,14.462255,14.309310,12.550663,-0.686417,-0.589902,-0.425261,33.717723
1024,23.805187,15.090792,10.312449,-0.738906,-0.493364,-0.458922,44.384723
1025,23.251679,15.972486,8.905150,0.788465,0.471235,0.395298,32.652572
1026,22.947200,16.816081,8.581610,0.775516,0.499731,0.385802,17.140958
1027,22.571682,17.751657,8.215027,0.809319,0.493073,0.319190,22.544805
1028,22.209811,18.601430,7.843112,0.825371,0.482802,0.292685,12.809416
1029,21.902797,19.517873,7.468228,0.839610,0.482908,0.248706,47.557050
1030,21.503995,20.301862,7.180000,0.857287,0.486167,0.169413,22.137857
1031,21.071111,21.179275,6.875957,0.851461,0.492335,0.180611,31.870250
1032,20.771371,22.069223,6.578973,0.847182,0.498501,0.183789,32.613853
1033,20.357613,22.820195,6.331884,-0.844668,-0.501900,-0.186100,48.035380
1034,19.788617,23.891277,6.007570,-0.832090,-0.522457,-0.186182,41.067206
1035,19.359708,24.574575,5.805928,-0.827864,-0.530367,-0.182622,15.067576
1036,18.845019,25.406238,5.579197,-0.820168,-0.543792,-0.177804,17.246128
1037,18.352376,26.248009,5.391792,-0.812922,-0.557238,-0.169243,12.395096
1038,17.831742,27.066596,5.310800,-0.805179,-0.570575,-0.161650,15.598252
1039,17.253442,27.900066,5.227493,-0.801086,-0.580737,-0.144937,18.352002
1040,16.675802,28.708075,5.180275,-0.792281,-0.592897,-0.144096,16.978302
1041,16.108617,29.505414,5.159462,-0.783283,-0.606666,-0.135738,15.947568
1042,15.509277,30.241239,5.142525,-0.733923,-0.624240,-0.267732,31.149195
1043,14.785661,31.189869,5.181457,-0.716836,-0.628801,-0.301255,38.518078
1044,14.259594,31.810098,5.170241,-0.715167,-0.626621,-0.309650,42.672312
1045,13.643721,32.600156,5.300647,0.700750,0.648071,0.298251,36.944173
1046,12.890689,33.316147,5.388909,0.716132,0.626318,0.308027,18.375349
1047,12.146424,34.302710,6.242411,0.724697,0.599154,0.340338,39.441909
1048,11.435012,34.715919,5.553493,0.728023,0.625455,0.280692,18.569277
1049,10.743676,35.395767,5.683165,0.736785,0.599092,0.313428,15.444901
1050,10.076608,35.962705,5.686697,-0.722806,-0.597897,-0.346513,30.019182
1051,9.238463,36.853738,5.966507,0.638297,0.580798,0.505223,35.476224
1052,8.276110,37.408920,6.340455,0.633660,0.593683,0.495999,31.724924
1053,8.010357,38.190437,5.899936,-0.638924,-0.609565,-0.469261,18.583802
1054,7.395230,38.964111,5.754780,0.643228,0.629038,0.436543,33.358875
1055,6.872117,39.758110,5.655203,0.662963,0.643420,0.382742,47.136202
1056,6.328137,40.574205,5.372991,0.658142,0.664708,0.353571,40.177758
1057,5.869009,41.298025,5.081030,0.638715,0.692025,0.336369,36.503123
