index,u,v
1042,0.623937,0.315626
1043,0.617720,0.305747
1044,0.613962,0.300297
1045,0.609043,0.293377
1046,0.603531,0.287152
1047,0.597925,0.280949
1048,0.592799,0.275038
1049,0.587332,0.268976
1050,0.582814,0.264094
1051,0.575604,0.255689
1052,0.571471,0.250863
1053,0.567520,0.244413
1054,0.563908,0.238118
1055,0.561666,0.231938
1056,0.559627,0.225336
1057,0.558667,0.219637
1058,0.558294,0.214248
1059,0.557994,0.208286
1060,0.559689,0.204423
1061,0.563105,0.202468
1062,0.567641,0.202557
1063,0.573638,0.204682
1064,0.579693,0.208515
1065,0.586057,0.214257
1066,0.591505,0.219159
1067,0.597662,0.226028
1068,0.602854,0.232844
1069,0.607140,0.238928
1070,0.611417,0.245330
1071,0.615059,0.251405
1072,0.618381,0.257815
1073,0.621405,0.263414
1074,0.624768,0.268563
1075,0.627155,0.274034
1076,0.629906,0.278692
1077,0.632266,0.283695
1078,0.634971,0.288774
1079,0.637944,0.293920
1080,0.640608,0.299423
1081,0.643185,0.305006
1082,0.645734,0.310402
1083,0.649750,0.317961
1084,0.653072,0.324917
1085,0.656582,0.330895
1086,0.660382,0.337907
1087,0.664139,0.344637
1088,0.668511,0.352387
1089,0.672516,0.360079
1090,0.676883,0.368129
1091,0.680955,0.375098
1092,0.686054,0.383415
1093,0.690994,0.392334
1094,0.695074,0.399739
1095,0.699541,0.407905
1096,0.704218,0.416388
1097,0.708677,0.424792
1098,0.713038,0.433164
1099,0.717831,0.441924
1100,0.722302,0.450146
1101,0.727029,0.459133
1102,0.731453,0.467301
1103,0.736145,0.475983
1104,0.739137,0.481871
1105,0.745071,0.492998
1106,0.748908,0.500981
1107,0.752707,0.509695
1108,0.755626,0.518900
1109,0.757914,0.527979
1110,0.759642,0.537731
1111,0.761758,0.547630
1112,0.761423,0.556518
1113,0.761995,0.564923
1114,0.760944,0.575794
1115,0.759496,0.585347
1116,0.757684,0.594449
1117,0.755560,0.603153
1118,0.753623,0.612064
1119,0.750769,0.621714
1120,0.747622,0.630820
1121,0.744308,0.639631
1122,0.740857,0.648431
1123,0.736999,0.657940
1124,0.734127,0.666972
1125,0.729718,0.675712
1126,0.725436,0.684923
1127,0.720614,0.693661
1128,0.715694,0.702119
1129,0.711738,0.711697
1130,0.707541,0.719850
1131,0.702423,0.728194
1132,0.696944,0.735832
1133,0.691091,0.743171
1134,0.685649,0.750175
1135,0.679888,0.758726
1136,0.674852,0.763567
1137,0.671638,0.770689
1138,0.668654,0.778007
1139,0.665247,0.783209
1161,0.514062,0.828125
1163,0.500026,0.829736
1164,0.496520,0.839030
1165,0.529049,0.826558
1166,0.528615,0.831396
1167,0.526714,0.828554
1168,0.499235,0.828039
1181,0.626045,0.821362
1182,0.625678,0.820235
1183,0.629098,0.817073
1184,0.634605,0.812786
1185,0.642952,0.806497
1186,0.647584,0.802125
1187,0.650777,0.798974
1188,0.555996,0.815442
1189,0.556864,0.811151
1190,0.557693,0.806191
1191,0.558249,0.802014
1192,0.558903,0.797508
1193,0.559186,0.786694
1194,0.561732,0.779721
1195,0.564539,0.776251
1196,0.565821,0.769292
1197,0.567052,0.761764
1198,0.568478,0.753813
1199,0.569803,0.746346
1200,0.571262,0.738285
1201,0.572581,0.730139
1202,0.573966,0.722209
1203,0.576108,0.711508
1204,0.577119,0.703377
1205,0.579139,0.694150
1206,0.581133,0.685152
1207,0.583263,0.674838
1208,0.585041,0.665843
1209,0.587143,0.656189
1210,0.589940,0.646332
1211,0.592364,0.636177
1212,0.594170,0.626355
1213,0.596136,0.616086
1214,0.598126,0.606483
1215,0.600480,0.596242
1216,0.602466,0.585496
1217,0.604185,0.578078
1218,0.607779,0.561580
1219,0.607060,0.553375
1220,0.604665,0.545823
1221,0.601709,0.535884
1222,0.597493,0.526537
1223,0.592153,0.517875
1224,0.587933,0.507761
1225,0.578881,0.500735
1226,0.572026,0.493112
1227,0.565216,0.485639
1228,0.532861,0.493558
1229,0.554398,0.472101
1230,0.551573,0.466880
