index,u,v
404,0.616779,0.655791
405,0.620566,0.647262
406,0.624011,0.638408
407,0.627232,0.629937
408,0.629104,0.620630
409,0.632824,0.612269
410,0.632730,0.602672
411,0.634960,0.593644
412,0.636299,0.584360
413,0.637001,0.575310
414,0.637591,0.568016
415,0.638505,0.556770
416,0.638649,0.548250
417,0.638496,0.539193
418,0.638134,0.530134
419,0.637237,0.520987
420,0.635745,0.512024
421,0.633778,0.502997
422,0.631488,0.495007
423,0.627849,0.485664
424,0.624208,0.477309
425,0.620387,0.469406
426,0.616650,0.461684
427,0.612529,0.453159
428,0.608702,0.444839
429,0.604881,0.436929
430,0.600766,0.428396
431,0.596582,0.420208
432,0.592587,0.411834
433,0.588529,0.403790
434,0.584359,0.395438
435,0.580278,0.387788
436,0.576018,0.379406
437,0.571024,0.370283
438,0.567569,0.363673
439,0.563656,0.356141
440,0.559422,0.348790
441,0.555393,0.341478
442,0.551633,0.334563
443,0.547688,0.327919
444,0.543965,0.321913
445,0.540619,0.315199
446,0.536385,0.308234
447,0.533428,0.303021
448,0.529916,0.297373
449,0.526569,0.291918
450,0.523404,0.286566
451,0.519976,0.281460
452,0.516821,0.276715
453,0.514163,0.271919
454,0.510552,0.266333
455,0.507844,0.261999
456,0.504368,0.256016
457,0.500947,0.250154
458,0.497082,0.244271
459,0.492930,0.238319
460,0.488823,0.232664
461,0.482437,0.225044
462,0.477178,0.219475
463,0.471359,0.213941
464,0.464645,0.208407
465,0.458834,0.205436
466,0.453514,0.203984
467,0.448244,0.205031
468,0.446495,0.208409
469,0.446949,0.212871
470,0.447493,0.218604
471,0.448286,0.223329
472,0.449564,0.229266
473,0.451587,0.235412
474,0.455481,0.241252
475,0.458415,0.247665
476,0.461831,0.253387
477,0.467201,0.260079
478,0.471923,0.266158
479,0.477043,0.271875
480,0.482525,0.277950
481,0.487987,0.283973
482,0.493376,0.290278
483,0.498744,0.296736
484,0.503429,0.302897
485,0.510726,0.312958
486,0.512976,0.316873
487,0.516906,0.323727
488,0.520811,0.330844
489,0.524303,0.338016
490,0.527329,0.345049
491,0.530455,0.352623
492,0.533305,0.360116
493,0.535457,0.366581
494,0.538918,0.376240
495,0.540803,0.383934
496,0.543012,0.392031
497,0.544494,0.399857
498,0.545577,0.408168
499,0.546236,0.416579
500,0.546407,0.424705
501,0.546277,0.433116
502,0.545652,0.441210
503,0.544706,0.449465
504,0.543391,0.457649
505,0.541766,0.465992
506,0.540125,0.473427
507,0.539400,0.477572
508,0.477977,0.511326
509,0.479152,0.517953
510,0.480147,0.521569
511,0.480602,0.532651
538,0.563267,0.753920
552,0.443750,0.810134
553,0.444541,0.808396
554,0.444272,0.811453
555,0.446304,0.805887
556,0.447543,0.803502
557,0.448116,0.800679
558,0.448268,0.797188
559,0.448581,0.793285
560,0.448928,0.789978
561,0.445906,0.784964
562,0.448437,0.770312
563,0.451057,0.766587
564,0.453589,0.762167
565,0.455638,0.757208
566,0.456523,0.750138
567,0.456589,0.743589
568,0.457839,0.736000
569,0.459219,0.727509
570,0.460691,0.719466
571,0.462338,0.711829
572,0.464094,0.701296
573,0.465696,0.693343
574,0.468552,0.685021
575,0.469802,0.675687
576,0.471534,0.665751
577,0.473739,0.656762
578,0.475688,0.647207
579,0.477862,0.637670
580,0.480113,0.628173
581,0.482246,0.618600
582,0.484440,0.608722
583,0.486826,0.599094
584,0.489108,0.589471
585,0.490414,0.579366
586,0.495390,0.571433
587,0.497134,0.558153
588,0.496480,0.550858
589,0.494113,0.542230
590,0.486392,0.534652
591,0.479396,0.528730
592,0.471518,0.524505
593,0.461977,0.522999
594,0.451731,0.524537
595,0.442646,0.528402
596,0.435617,0.535567
597,0.429166,0.543452
598,0.424928,0.551658
599,0.421224,0.557955
600,0.424823,0.573690
601,0.426099,0.581699
602,0.423530,0.593216
603,0.427322,0.601538
604,0.427977,0.611908
605,0.428689,0.621286
606,0.429401,0.631260
607,0.430025,0.640451
608,0.430650,0.650201
609,0.430989,0.659255
610,0.431396,0.667819
611,0.431485,0.677016
612,0.431268,0.686097
613,0.430908,0.694286
614,0.430911,0.702950
615,0.430704,0.712375
616,0.430733,0.719896
617,0.430513,0.727791
618,0.430239,0.736208
619,0.429503,0.744192
620,0.428258,0.750122
621,0.428067,0.756665
622,0.428181,0.761887
623,0.429749,0.766382
625,0.429537,0.784728
626,0.426080,0.789047
627,0.422669,0.793921
628,0.419318,0.798099
629,0.418964,0.801195
630,0.418884,0.803955
631,0.419948,0.805932
632,0.420312,0.809375
633,0.419069,0.809384
634,0.418138,0.810118
658,0.340215,0.804309
659,0.336226,0.801206
670,0.313345,0.775049
671,0.311219,0.773626
672,0.305991,0.769576
673,0.308612,0.761759
674,0.302734,0.755870
675,0.297882,0.750696
676,0.295321,0.739436
677,0.287500,0.731250
682,0.314063,0.690625
683,0.314868,0.689820
689,0.323163,0.644726
693,0.328945,0.591367
695,0.336945,0.590143
703,0.361481,0.504616
704,0.361875,0.498258
705,0.361237,0.490765
706,0.359542,0.482293
707,0.355988,0.472089
708,0.354011,0.464666
709,0.352247,0.456413
710,0.350842,0.447375
711,0.350051,0.438935
712,0.349545,0.430241
713,0.349119,0.422054
714,0.349103,0.413338
715,0.349184,0.405004
716,0.349649,0.396464
717,0.350275,0.388450
718,0.351348,0.380271
719,0.352569,0.373045
720,0.354597,0.363431
721,0.356465,0.355976
722,0.358758,0.348665
723,0.361625,0.340866
724,0.364513,0.333532
725,0.367779,0.326340
726,0.371330,0.319262
727,0.374959,0.312388
728,0.378683,0.306143
729,0.383421,0.299215
730,0.388521,0.292061
731,0.392982,0.286843
732,0.397757,0.280807
733,0.402886,0.275197
734,0.407951,0.269614
735,0.413161,0.263970
736,0.417037,0.260195
737,0.423914,0.252327
738,0.427180,0.247774
739,0.430590,0.241198
740,0.436638,0.237004
741,0.437527,0.230838
742,0.438049,0.224515
743,0.437809,0.219176
744,0.436931,0.214261
745,0.435864,0.208666
746,0.433587,0.206014
747,0.426926,0.202517
748,0.421710,0.201494
749,0.415126,0.201686
750,0.408136,0.203322
751,0.400408,0.207019
752,0.393029,0.211742
753,0.387104,0.216573
754,0.381085,0.221921
755,0.375158,0.228606
756,0.370737,0.234053
757,0.366309,0.239737
758,0.362070,0.245958
759,0.358486,0.252112
760,0.355507,0.257506
761,0.353158,0.262526
762,0.351124,0.267861
763,0.349276,0.272118
764,0.347024,0.277056
765,0.344930,0.281881
766,0.342741,0.287316
767,0.340186,0.292426
768,0.338232,0.297383
769,0.335003,0.303693
770,0.331828,0.310266
771,0.328961,0.316016
772,0.325587,0.322194
773,0.321603,0.328636
774,0.317812,0.335205
775,0.313595,0.342194
776,0.309443,0.349428
777,0.305097,0.356460
778,0.301464,0.361941
779,0.294710,0.372750
780,0.290832,0.378933
781,0.285658,0.386447
782,0.280599,0.394264
783,0.275251,0.402194
784,0.270075,0.410159
785,0.264785,0.418189
786,0.259386,0.426160
787,0.254305,0.433903
788,0.247679,0.442188
789,0.243601,0.450377
790,0.238570,0.458760
791,0.233810,0.466011
792,0.227362,0.477635
793,0.224525,0.483929
794,0.220863,0.492969
795,0.217686,0.502152
796,0.215158,0.511463
797,0.213169,0.520994
798,0.211725,0.530665
799,0.210831,0.540001
800,0.210901,0.549756
801,0.210498,0.559429
802,0.211854,0.568727
803,0.213084,0.578676
804,0.215569,0.587580
805,0.217738,0.597276
806,0.220287,0.606076
807,0.223547,0.616074
808,0.226564,0.624552
809,0.230289,0.634138
810,0.234303,0.642915
811,0.237021,0.652267
812,0.240765,0.661296
813,0.244788,0.670508
814,0.249090,0.679398
815,0.253451,0.687471
816,0.258138,0.696079
817,0.262881,0.704128
818,0.268024,0.712123
819,0.273225,0.719506
820,0.278696,0.727181
821,0.283729,0.733825
822,0.289560,0.741388
823,0.295039,0.748971
824,0.300575,0.754816
825,0.305515,0.761265
826,0.308791,0.767699
827,0.311760,0.775584
828,0.314423,0.779962
830,0.317003,0.783991
904,0.151562,0.503125
905,0.151618,0.502298
906,0.153312,0.499776
907,0.155636,0.501401
908,0.158525,0.505969
909,0.163312,0.512764
910,0.167631,0.518510
911,0.171402,0.525713
912,0.172584,0.533858
913,0.172315,0.538490
914,0.175013,0.552902
915,0.175866,0.561082
916,0.176570,0.570104
917,0.177826,0.578666
918,0.180430,0.587425
919,0.182800,0.596401
920,0.185103,0.605102
921,0.186090,0.613771
922,0.188467,0.621888
923,0.191387,0.630110
924,0.194737,0.638113
925,0.197828,0.645804
926,0.200697,0.654376
927,0.202835,0.660706
928,0.206455,0.670981
929,0.209680,0.678114
930,0.213065,0.686472
931,0.217290,0.693234
932,0.221280,0.701008
933,0.223513,0.709982
934,0.229756,0.716162
935,0.236734,0.721961
936,0.242809,0.727599
937,0.247879,0.733787
938,0.247929,0.745793
939,0.258300,0.747022
940,0.263233,0.753809
941,0.269463,0.759458
942,0.274217,0.766485
943,0.282341,0.770429
944,0.286435,0.778246
945,0.294487,0.780034
946,0.300738,0.784711
947,0.306995,0.789243
948,0.313598,0.793434
949,0.320074,0.797242
950,0.326913,0.800774
951,0.333110,0.803125
952,0.343129,0.805018
953,0.350619,0.806586
954,0.356800,0.808168
972,0.332813,0.800000
984,0.289062,0.735938
990,0.260012,0.701080
991,0.255248,0.693384
992,0.252333,0.687713
993,0.248970,0.681491
994,0.246469,0.676811
995,0.242944,0.668902
996,0.246710,0.659795
997,0.244051,0.651971
998,0.242469,0.646527
999,0.240342,0.638263
1000,0.239586,0.629712
1001,0.238267,0.623594
1002,0.238144,0.616590
1003,0.237884,0.610100
1004,0.238160,0.602810
1005,0.239125,0.593166
1006,0.238645,0.586951
1007,0.238835,0.580137
1008,0.239684,0.573456
1009,0.240183,0.566767
1010,0.244553,0.557964
1011,0.245197,0.550533
1012,0.246995,0.542094
1013,0.248370,0.535337
1014,0.237611,0.530929
1015,0.251612,0.521162
1016,0.252930,0.514048
1017,0.253644,0.506720
1018,0.250353,0.499225
1019,0.251160,0.492469
1020,0.251787,0.486464
1021,0.254688,0.478933
1022,0.254063,0.472706
1023,0.255859,0.464958
1024,0.256277,0.460010
1025,0.257963,0.452067
1026,0.259812,0.444243
1027,0.261537,0.436928
1028,0.263150,0.432302
1029,0.265253,0.421545
1030,0.267617,0.417563
1031,0.270770,0.404735
1032,0.272138,0.401459
1033,0.274946,0.395716
1034,0.278548,0.387916
1035,0.281651,0.382294
1036,0.285230,0.375546
1037,0.288655,0.368700
1038,0.292617,0.362129
1039,0.296935,0.355284
1040,0.301498,0.348785
1041,0.305752,0.342537
1042,0.310587,0.336225
1043,0.316154,0.328968
1044,0.319998,0.324069
1045,0.324022,0.318862
1046,0.325802,0.316386
1047,0.339838,0.305417
1048,0.343126,0.301275
1049,0.348588,0.296505
1050,0.353882,0.291843
1051,0.359918,0.285934
1052,0.365207,0.280946
1053,0.370295,0.274171
1054,0.375302,0.268010
1055,0.379080,0.261453
1056,0.383072,0.254458
1057,0.386294,0.248206
1058,0.389834,0.240663
1059,0.393009,0.233984
1060,0.395790,0.227829
1061,0.396108,0.222204
1062,0.396315,0.218388
1063,0.395362,0.214947
1064,0.439563,0.235652
1071,0.442599,0.288393
1072,0.441969,0.295785
1075,0.337500,0.278845
1076,0.333223,0.284617
1077,0.328549,0.290870
1078,0.324213,0.296890
1079,0.319628,0.303296
1080,0.314500,0.309901
1081,0.309753,0.315911
1082,0.305052,0.322507
1083,0.301563,0.326562
1084,0.296060,0.335189
1085,0.291426,0.341473
1086,0.287423,0.347511
1087,0.282813,0.354687
1138,0.503125,0.472669
1142,0.287500,0.734375
1143,0.288740,0.735051
1144,0.293444,0.739317
1145,0.300261,0.743768
1146,0.306481,0.746873
1147,0.308826,0.751729
1165,0.358725,0.843145
1177,0.455623,0.846870
1195,0.306250,0.693051
1204,0.292187,0.628175
1219,0.271839,0.522527
1220,0.272786,0.517893
1221,0.272643,0.511097
1222,0.272886,0.505864
1223,0.274191,0.500019
1224,0.276578,0.495538
1234,0.327591,0.448476
1235,0.328302,0.445419
1236,0.330052,0.439954
1237,0.331868,0.434181
1238,0.333120,0.428061
1239,0.334621,0.421561
1240,0.336191,0.415182
1241,0.337859,0.409047
1242,0.339727,0.402101
1243,0.341215,0.396388
1244,0.342521,0.393421
1245,0.346047,0.381279
1246,0.347718,0.375708
1247,0.349418,0.369860
1248,0.351361,0.361771
1249,0.363295,0.357768
1250,0.367982,0.353996
1251,0.374092,0.349770
1252,0.380373,0.346165
1253,0.387490,0.342906
1254,0.393118,0.340395
1255,0.402709,0.338253
1256,0.409659,0.337009
1257,0.416554,0.336562
1258,0.424036,0.336718
1259,0.431452,0.337696
1260,0.436914,0.338798
1261,0.438278,0.339062
1262,0.475696,0.330717
1264,0.464666,0.354421
1265,0.467961,0.358955
1266,0.472054,0.365124
1267,0.478036,0.370135
1268,0.480071,0.375944
1269,0.481663,0.382470
1270,0.482760,0.387844
1271,0.484988,0.398258
1272,0.485929,0.402116
1273,0.487043,0.408338
1274,0.487676,0.414497
1275,0.488976,0.421236
1276,0.489847,0.427283
1277,0.490797,0.433108
1278,0.491540,0.435627
