index,u,v
929,0.542379,0.721490
930,0.540226,0.729800
931,0.537924,0.737771
932,0.535334,0.746197
933,0.533144,0.754004
934,0.531010,0.762033
935,0.529223,0.769127
936,0.527601,0.774328
937,0.526681,0.777395
938,0.521173,0.793769
939,0.520890,0.795096
940,0.519522,0.799194
941,0.517905,0.803345
942,0.516085,0.807640
966,0.401562,0.824239
967,0.401562,0.825000
984,0.386792,0.801661
985,0.385523,0.798917
986,0.384502,0.795567
987,0.382839,0.790807
988,0.381712,0.780305
989,0.380555,0.774947
990,0.377334,0.768575
991,0.372235,0.761340
992,0.367611,0.754142
993,0.362616,0.746911
994,0.357985,0.739564
995,0.353303,0.731821
996,0.348438,0.723437
997,0.344037,0.714790
998,0.340282,0.705838
999,0.335673,0.697454
1000,0.331424,0.688453
1001,0.326921,0.678296
1002,0.323059,0.668791
1003,0.319473,0.658660
1004,0.316182,0.648951
1005,0.312500,0.639860
1006,0.309206,0.629578
1007,0.305751,0.619509
1008,0.303328,0.609181
1009,0.302040,0.598975
1010,0.300602,0.588267
1011,0.299134,0.578645
1012,0.298049,0.573489
1013,0.297028,0.556124
1014,0.297320,0.546034
1015,0.298423,0.535958
1016,0.299954,0.526197
1017,0.303373,0.515579
1018,0.306644,0.505619
1019,0.310414,0.495536
1020,0.314341,0.485988
1021,0.318019,0.478239
1022,0.324658,0.465455
1023,0.328926,0.457833
1024,0.333522,0.449285
1025,0.338566,0.439797
1026,0.342885,0.431528
1027,0.347956,0.422165
1028,0.353033,0.413454
1029,0.357459,0.404662
1030,0.362072,0.396353
1031,0.366591,0.387884
1032,0.370572,0.379389
1033,0.374214,0.371314
1034,0.379194,0.360860
1035,0.382138,0.354875
1036,0.385593,0.347197
1037,0.388991,0.339242
1038,0.390933,0.331842
1039,0.393562,0.323926
1040,0.395323,0.316959
1041,0.397022,0.309687
1042,0.398275,0.304208
1043,0.400256,0.294686
1044,0.401197,0.289761
1045,0.402014,0.283644
1046,0.402912,0.278172
1047,0.403749,0.272674
1048,0.404774,0.267597
1049,0.405209,0.262215
1050,0.506101,0.300702
1051,0.406731,0.251926
1052,0.401059,0.249759
1053,0.403746,0.243809
1054,0.408566,0.237069
1055,0.412945,0.230292
1056,0.417225,0.223424
1057,0.421072,0.218142
1058,0.426435,0.211500
1059,0.431600,0.205632
1060,0.438221,0.201211
1061,0.445411,0.197767
1062,0.454584,0.195220
1063,0.463169,0.194648
1064,0.470926,0.196175
1065,0.479358,0.199852
1066,0.483091,0.203394
1067,0.485950,0.209817
1068,0.487613,0.215312
1069,0.488770,0.221264
1070,0.489622,0.228019
1071,0.490062,0.234410
1072,0.495318,0.244374
1073,0.497155,0.251666
1074,0.498984,0.259324
1075,0.500716,0.267935
1076,0.502170,0.275529
1077,0.503717,0.283348
1078,0.505082,0.291090
1079,0.455403,0.275194
1080,0.450969,0.280790
1081,0.446991,0.286781
1082,0.443409,0.292299
1083,0.439441,0.299655
1084,0.435929,0.306596
1085,0.433371,0.313074
1086,0.430594,0.320071
1087,0.428757,0.326934
1088,0.427193,0.334343
1089,0.426120,0.341891
1090,0.425297,0.349845
1091,0.424481,0.356712
1092,0.424605,0.365585
1093,0.424960,0.373774
1094,0.425365,0.381681
1095,0.426139,0.390109
1096,0.426973,0.398622
1097,0.428294,0.407687
1098,0.429769,0.416236
1099,0.431383,0.425129
1100,0.433850,0.434570
1101,0.436352,0.443599
1102,0.439259,0.452683
1103,0.442219,0.461905
1104,0.444058,0.467762
1105,0.449679,0.483060
1106,0.452369,0.490185
1107,0.455135,0.498705
1108,0.456270,0.504708
1109,0.517443,0.523391
1115,0.514062,0.578917
1121,0.420312,0.617188
1129,0.394695,0.719059
1130,0.392545,0.727817
1131,0.391314,0.735131
1132,0.389617,0.742945
1133,0.388335,0.750587
1134,0.387571,0.757319
1135,0.386820,0.764369
1136,0.386333,0.770125
1137,0.381177,0.771027
1138,0.382808,0.775150
1139,0.382187,0.783662
1140,0.383616,0.789776
1141,0.386013,0.792974
1163,0.413035,0.827058
1164,0.414851,0.826668
1168,0.468223,0.872941
1179,0.387906,0.820811
1180,0.386079,0.820084
1181,0.378095,0.821143
1182,0.372754,0.817570
1183,0.368127,0.812763
1184,0.360938,0.814787
1185,0.358165,0.802615
1186,0.353103,0.797315
1187,0.348369,0.792082
1188,0.342000,0.787206
1189,0.338922,0.780674
1190,0.333484,0.776007
1191,0.328699,0.769193
1192,0.305505,0.776563
1193,0.321069,0.755817
1194,0.317517,0.750167
1195,0.292717,0.750990
1196,0.293617,0.744471
1197,0.292543,0.737952
1198,0.289262,0.729921
1199,0.285934,0.722111
1200,0.282663,0.713820
1201,0.279189,0.705733
1202,0.275969,0.697944
1203,0.272618,0.688445
1204,0.269805,0.679402
1205,0.267561,0.670581
1206,0.265702,0.661362
1207,0.264235,0.652049
1208,0.262153,0.643187
1209,0.258562,0.635706
1210,0.260204,0.624989
1211,0.259065,0.615381
1212,0.257379,0.606394
1213,0.254573,0.596508
1214,0.253029,0.587626
1215,0.251412,0.578092
1216,0.250029,0.568047
1217,0.249145,0.560474
1218,0.247705,0.545724
1219,0.247392,0.538984
1220,0.246428,0.531267
1221,0.234833,0.522206
1222,0.261794,0.515643
1223,0.263762,0.507715
1224,0.264413,0.500173
1225,0.225398,0.487544
1226,0.225592,0.480975
1227,0.226989,0.474484
1228,0.230219,0.468678
1229,0.234629,0.463823
1230,0.237301,0.461608
1259,0.359375,0.315625
1260,0.358989,0.317418
1261,0.357728,0.320626
1262,0.356355,0.324879
1263,0.354570,0.329286
1264,0.353709,0.333947
1265,0.351812,0.339453
1266,0.348959,0.345893
1267,0.345893,0.352318
1268,0.342411,0.358760
1269,0.338193,0.365195
1270,0.335319,0.370911
1271,0.330337,0.379270
1272,0.327074,0.385719
1273,0.323875,0.392601
1274,0.320180,0.399577
1275,0.316739,0.406207
1276,0.313453,0.412805
1277,0.309836,0.419968
1278,0.307510,0.425592
1279,0.301563,0.432812
1280,0.298456,0.439455
1281,0.294905,0.445872
1282,0.292197,0.451221
1283,0.289790,0.457076
1284,0.287057,0.462525
1285,0.284707,0.466275
1286,0.281774,0.473505
1344,0.467571,0.854676
1345,0.468918,0.849168
