index,u,v
1256,0.641598,0.297934
1257,0.638938,0.295375
1258,0.636726,0.293302
1259,0.634993,0.291599
1260,0.633593,0.290532
1261,0.631038,0.290586
1262,0.631306,0.292119
1263,0.631797,0.293877
1285,0.704295,0.456989
1286,0.706391,0.460803
1287,0.708460,0.466319
1288,0.708999,0.472483
1289,0.707831,0.479354
1290,0.705119,0.487023
1291,0.699991,0.495109
1292,0.694052,0.503559
1293,0.687798,0.512595
1294,0.682267,0.521385
1295,0.671088,0.529783
1296,0.666634,0.538688
1297,0.664304,0.549022
1298,0.666748,0.562071
1299,0.664831,0.572261
1300,0.664338,0.582234
1301,0.664446,0.592273
1302,0.663894,0.602907
1303,0.662547,0.613006
1304,0.661788,0.622838
1305,0.660495,0.633219
1306,0.660108,0.642961
1307,0.658473,0.652687
1308,0.658517,0.660678
1309,0.660196,0.668064
1310,0.571906,0.636936
1311,0.569687,0.643748
1312,0.651304,0.702091
1313,0.648047,0.708623
1314,0.643496,0.719089
1315,0.641599,0.726392
1316,0.639614,0.733446
1317,0.638711,0.739091
1318,0.550231,0.689021
1319,0.547549,0.695236
1320,0.633804,0.764202
1321,0.634367,0.768248
1322,0.538377,0.715039
1323,0.535934,0.720348
1324,0.614957,0.791408
1325,0.607774,0.796854
1326,0.603972,0.801059
1327,0.597648,0.805477
1328,0.593914,0.810667
1329,0.592136,0.812984
1334,0.551275,0.821228
1335,0.550962,0.822420
1336,0.548510,0.825799
1337,0.544091,0.826156
1338,0.539601,0.826214
1339,0.535838,0.826648
1340,0.532820,0.826871
1342,0.517188,0.828125
1343,0.513804,0.828158
1344,0.513243,0.832907
1345,0.522342,0.829705
1346,0.532931,0.826790
1347,0.559375,0.464062
1348,0.559416,0.467187
